Previous_Semester_GPA,Midterm_Score_Average,Assignment_Score_Average,Twelfth_Grade_Percentage,Study_Hours_Per_Day,Tenth_Grade_Percentage,Attendance_Percentage,Number_of_Backlogs,Mental_Stress_Score,Distance_From_Campus_KM,CGPA
6.77,68.18,65.57,73.37,3.64,79.48,100,2,1,4.41,6.18
8.86,67.86,79.58,93,3.5,84.23,88.36,0,1,3.34,7.39
7.32,81.93,76.17,87.74,8.06,97.37,82.2,0,8,18.24,7.59
7.31,69.91,74.18,82.17,5.05,87.79,84.03,1,8,7.56,6.6
8.03,72.16,71.25,87.9,3.55,92.92,89.03,0,1,8.37,7.4
6.44,57.23,65.38,100,5.58,97.85,67.68,0,1,2.38,6.19
7.66,76.31,80.91,74.83,5.75,79.17,96.12,0,6,7.21,7.19
7.04,62,55.26,86.24,1.79,81.2,86.68,0,8,7.58,6.34
5.92,61.19,64.45,82.54,5.47,82.74,83.76,0,5,3.44,6.02
7.9,68.2,68.91,87.13,1.49,88.48,80.91,0,2,6.25,7.07
7.18,70.62,68.89,87.97,3.21,79.89,84.32,0,4,0.42,6.82
7.31,58.89,65.68,95.71,2.53,100,75.46,0,7,2.34,6.53
6.05,59.3,59.12,75.67,4.24,76.55,68.71,3,4,10.29,4.97
9.41,82.79,84.6,98.42,3.63,94.72,90.32,0,1,19.44,8.55
8.55,70.52,72.16,86.21,4.1,98.6,77.54,1,6,6.75,7.25
8.66,53.34,70.78,69.62,0.71,71.16,87.25,2,6,5.56,6.18
7.13,65.71,74.09,80.4,4.35,76.72,83.02,0,6,28.57,6.54
5.42,56.43,56.86,88.59,2.3,85.24,97.93,0,2,12.65,5.58
9.84,97.17,96.91,90.56,9.07,90.96,89.75,1,8,17.1,9.08
7.43,72.29,71.27,84.55,3.7,83.18,96.03,0,6,25.14,7.19
6.6,67.39,65.58,81.92,3.98,82.36,92.6,0,1,4.96,6.47
8,76.64,80.74,93.74,5.89,87.37,100,2,2,0.84,7.43
8.9,86.32,81.49,92.68,7.14,81.98,69.35,0,9,1.36,7.76
7.47,74.79,74.91,82.69,2.14,70.41,99.67,0,7,6.42,6.83
9.03,81.14,82.9,78.54,5.65,83.14,77.1,0,2,1.42,7.57
8.8,82.08,76.59,74.33,6.43,78.08,74.1,0,7,11.7,7.92
6.21,58.03,63.11,84.42,4.87,89.1,72.5,0,3,0.22,6.42
6.69,64.58,63.09,100,4.83,82.11,80.86,0,6,8.14,6.44
8.65,70.92,76.28,100,3.48,79.41,89.24,0,5,21.55,7.85
4.24,53.97,53.79,75.07,3.86,86.59,98.84,0,5,7.85,4.96
7.32,63.32,74.03,92.41,4.28,80.14,65.93,3,10,6.56,6.26
5.78,65.33,51.58,85.3,3.65,73.21,88.03,0,8,2.53,5.72
6.93,70.15,73.24,90.95,6.28,87.86,75.15,0,3,2.83,7.14
7.14,71.96,64.54,100,2.76,78.66,72.45,0,6,5.48,6.89
7.07,70.06,72.79,96.23,6.21,92.14,79.46,1,7,1.48,6.81
6.84,67.32,73.56,100,7.16,91.57,85.94,2,3,5.82,6.58
6.18,51.53,57.13,78.03,5.24,81.62,78.4,0,7,23.32,5.89
10,73.84,80.58,67.1,0.92,98,72.65,1,7,0.59,7.87
9.74,84.61,87.64,83.36,5.72,93.14,80.87,2,3,3.82,7.54
6.11,55.94,64.53,100,3.21,80.63,90.8,0,4,13.01,6.12
9.4,82.81,87.65,98.46,3.44,99.55,88.99,0,6,28.57,8.22
7.02,60.21,71.66,82.92,5.22,61.66,79.88,0,1,2.28,6.5
7.66,81.26,73.14,91.49,6.71,97.3,83.19,0,9,7.71,7.57
7.42,56.7,65.75,88.7,1.18,92.65,77.28,1,5,0.9,6.12
6.71,57.97,64.7,74.59,4.62,82.7,87.25,2,1,3.19,6.11
8.68,80.46,88.5,89.11,8.48,82.3,93.66,0,7,3.71,8.1
7.65,71.43,76.75,98.63,2.3,85.37,77.09,0,10,5.5,6.75
6.93,64.38,60.53,93.06,4.1,86.03,79.95,0,4,5.78,6.11
5.93,60.85,58.14,73.85,3.27,75.01,90.65,0,4,0.51,6.25
6.43,59.67,73.57,69.5,5.91,90.31,100,2,1,18.89,5.91
5.53,57.57,56.07,100,2,97.01,91.84,0,6,37.29,5.9
7.51,65.69,63.85,92.31,1.36,97.97,83.19,0,8,1.08,6.56
6.06,65.97,68.48,98.14,6.16,83.94,74.58,0,10,1.51,6.12
7.18,74.49,65.75,100,4.98,89.53,95.62,0,1,2.43,6.87
9.14,78.06,71.77,75.7,2.13,97.59,76.82,0,7,9.02,7.59
8.94,86.77,79.81,90.66,4.36,87.52,82.93,0,10,5.49,7.97
7.46,77.83,66.71,83.89,1.94,100,81.12,2,7,0.21,6.59
7.4,68.87,73.67,85.22,6.34,80.15,84.11,1,1,0.31,6.64
9.76,86.25,83.03,83.18,5.06,84.79,75.49,0,3,8.78,7.88
8.12,71.48,73.29,82.21,3.07,76.04,94.53,0,4,12.64,7.57
7.11,62.83,77.76,82.29,3.34,92.97,89.38,3,4,10.05,6.29
5.79,57.31,55.83,89.05,3.58,80.49,81.95,4,7,7.27,4.94
7.97,62.85,73.56,85.15,2.35,94.85,82.59,0,9,2.59,6.61
8.5,87.59,76.03,95.42,7.18,93.68,81.6,0,3,1.86,7.81
6.74,68.95,71.4,76.92,6.83,100,86.19,0,1,23.17,6.63
7.85,70.8,76.78,90.69,3.7,91.42,77.19,3,2,3.13,6.55
7.06,66.25,65.7,74.89,3.87,88.84,74.53,0,10,0.15,6.49
7.28,65.17,66.56,78.1,2.25,76.48,82.72,0,10,45.78,6.66
4.51,54.81,50.82,84.76,4.18,91.57,91.42,0,2,1.55,5.37
7.23,68.34,76.41,84.25,5.48,99.13,100,0,9,7.88,6.67
8.66,77.37,79.69,89.12,6.86,100,86.83,0,2,3.01,7.98
6.74,70.43,64.9,97.32,2.71,85.59,93.13,0,2,32.77,6.75
7.56,72.85,69.77,96.56,1.13,88.65,93.14,0,5,8.72,6.74
6.59,57.89,65.96,85.58,2.49,96.58,88.22,0,5,2.23,6.23
7.93,72.5,78.53,100,5.61,89.25,89.59,0,6,13.29,7.75
7.24,61.92,69.73,80.74,4.41,94.33,81.07,0,2,0.96,6.7
6.37,75.05,71.35,86.01,6.48,100,77.69,0,7,13.34,6.45
9.1,86.36,78.2,84.48,4.58,92.09,75.44,0,2,0.03,8.01
8.61,78.71,80.59,91.75,7.73,73.92,83.11,0,8,3.44,8.08
6.77,69.45,64.14,84.21,1.33,97.82,87.65,0,7,1.76,6.8
8.1,62.82,75.13,86.2,0.5,82.73,81.51,0,4,2.11,7.02
8.14,82.16,71.08,89.19,7.21,79.92,84.53,0,6,9.33,7.7
8.27,63.66,77.24,98.65,2.91,81.55,70.13,0,3,10,6.89
5.47,55.9,69.16,83.69,4.78,87.78,100,0,8,2.62,5.98
8.71,78.63,82.31,90.89,4.77,85.34,100,0,1,15.03,7.7
6.82,70.55,70.75,83.79,5.15,81.11,83.29,1,10,15.87,6.53
7.07,69.62,65.18,89.89,3.55,79.48,87.89,0,1,18.37,7.03
10,89.15,86.54,72.9,2.6,83.87,100,0,9,38.46,8.33
7.86,73.91,72.66,96.12,2.44,88.03,92.92,0,5,24.75,7.3
7.04,71.75,63.83,79.85,5.71,100,79.29,0,3,6.55,6.65
4.85,63.43,59.7,75.07,6.04,99.3,90.12,0,6,4.71,5.48
9.17,83.49,79.76,100,4,84.08,71.23,1,7,1.61,7.72
5.89,58.34,61.5,94.38,3.31,100,87.73,0,7,9.98,5.79
6.3,65.18,70.9,83.48,5.64,87.55,87.93,0,8,4.96,6.37
7.1,60.45,66.76,74.43,1.54,100,66.33,0,5,1.45,6.09
9.2,95.82,87.86,93.3,8.4,89.99,95.26,0,9,11.36,8.42
8.43,81.04,83.27,84.72,5.4,90.98,89.41,0,6,4.8,8.27
7.31,60.15,71.91,92.02,4.18,90.48,81.74,0,5,7.92,6.58
7.87,66.05,83.86,100,6.16,82.79,82.32,0,8,12.7,7.58
6.78,67.99,72.36,82.97,5.76,100,93.44,1,10,1.36,6.65
7.67,72.2,75.99,89.49,4.97,84.9,79.1,2,5,3.1,7.08
7.59,59.88,60.4,80.22,0.72,84.92,78.72,0,7,1.04,6.17
8.66,82.44,75.33,78.23,5.32,94.34,77.56,0,5,24.15,7.74
8.66,76.7,84.19,92.49,7.41,76.3,92.88,0,1,0.34,7.89
8.09,81.41,73.52,79.98,3.39,88.12,91.37,3,1,18.94,6.79
7.07,66.62,65.18,88.57,6.42,84.73,73.59,0,7,0.12,6.83
8.39,79.4,79.22,91.18,6.2,76.02,86.52,0,10,2.77,7.72
7.39,75.29,66.69,88.93,5.09,85.65,87.91,0,3,5.79,7.25
6.2,66.87,63.78,70.44,4.84,89.07,96.85,0,9,5.74,6.43
7.02,75.13,69.18,69.07,5.62,91.55,80.93,0,4,7.8,6.92
7.6,70.8,78.02,82.44,5.33,77.21,79.75,0,8,0.96,6.68
8.59,79.86,83.36,76.92,8.28,76.32,90.23,0,5,0.43,7.65
7.28,76.85,70.94,100,6.43,96.08,79.69,0,7,7.35,7.07
6.05,68.59,61.19,88.58,5.91,100,91.65,5,4,2.14,5.74
7.57,79.05,79.57,82.35,6.61,79.56,87.32,0,4,11.45,7.52
7.64,74.52,70.11,78.91,5.92,80.45,67.68,3,10,6.84,6.62
7.72,69.37,62.16,97.27,0.5,82.6,82.47,0,3,0.26,6.9
8.6,79.41,76.26,74.53,4.27,79.84,87.11,0,8,16.91,7.91
8.72,72.82,83.64,78.1,3.26,84.69,92.08,1,7,2.52,7.2
6.79,68.44,68.46,81.6,5.16,81.47,79.98,0,7,1.08,6.21
6.76,59.38,68.05,96.61,3.39,91.05,76.79,0,1,2.72,6.58
6.25,59.64,61.88,96.66,5.68,86.42,76.46,1,3,3.58,6.09
8.34,77.09,74.45,83.71,3.66,89.94,86.91,0,7,4.71,7.41
9.24,87.07,88.61,100,7.9,100,85.3,1,8,8.8,8.22
7.12,68.41,76.14,94.87,7.8,96.53,78.05,0,3,4.27,6.98
7.21,66.78,68.18,78.74,1.61,85.47,89.47,0,4,1.44,6.35
9.26,84.68,83.8,74.99,5.15,92.84,87.06,0,7,39.19,8.19
8.11,71.79,71.1,70.94,3.58,100,79.18,2,3,8.92,6.95
8.02,74.85,74.12,80.58,5,74,79.21,2,6,0.58,6.52
6.07,65.82,65.31,74.74,5.67,86.13,100,0,10,3.41,6.33
8.31,69.77,71.57,86.84,1.94,85.26,63.5,0,7,8.16,6.89
6.39,58.6,66.96,78.73,2.55,90.2,69.7,0,2,6.4,5.74
6.14,59.76,64.1,61.02,2.8,82.88,82.91,0,10,18.72,6.01
7.08,61.63,72.7,92.68,3.4,93.59,94.84,0,1,11.25,6.77
6.8,59.13,63.9,88,3.46,100,76.31,4,4,1.33,5.26
7.23,69.88,69.98,79.79,6.09,75.28,90.79,0,8,4.42,6.9
5.77,66.02,61.77,94.2,4.94,87.3,67.37,0,5,2.89,5.73
8.65,72.52,71.11,87.97,2.76,84.9,82.43,2,6,4.72,7.04
8.85,74.81,82.02,88.31,3.86,88.09,88.01,0,8,0.47,7.6
5.16,52.37,52.6,92.97,0.5,78.63,93.61,0,10,21.58,5.18
8.67,100,91.45,94.42,8.54,85.78,91,0,7,5.6,8.61
6.53,58.23,59.74,95.81,4.54,93.83,66.17,0,9,8.01,5.78
8.53,72.36,79.43,90,6.49,88.52,85.1,0,10,8.23,7.94
7.42,68.31,74.72,82.95,6.09,97.52,77.82,0,6,1.63,7
7.53,76,70.93,89.17,4.43,96.01,83.93,0,6,15.95,7
7.28,64.31,58.71,77.03,0.5,84.88,81.85,0,4,2.88,6.61
8.95,84.38,73.66,84.45,3.38,89.76,91.92,1,5,11.7,7.9
6.01,58.87,66.45,83.26,5.21,77.15,84.7,1,5,10.47,5.88
8.23,75.18,71.22,75.43,4.62,85.64,87.43,0,9,6.19,7.49
8.82,81.83,76.69,100,6.58,100,85.61,0,6,2.53,8.16
8.36,62.62,71.94,85.97,4.5,83.57,62.82,0,6,19.57,6.63
10,92,94.87,75.62,8.18,88.64,85.38,2,2,7.74,8.43
6.87,62.46,60.73,68.11,2.38,79.91,84.61,0,3,1.07,6.28
8.65,72.5,77.05,71.24,5.54,78.84,89.87,0,8,18.13,7.44
7.37,60.77,67.81,80.54,2.44,97.21,89.64,1,10,6.61,6.32
8.98,74.59,77.96,93.62,6.33,87.09,66.96,0,1,6.27,7.56
7.49,60.81,66.94,79.34,2.99,88.21,74.12,0,10,5.46,6.53
7.03,57.75,58.75,90.1,0.99,81.35,85.8,0,3,1.85,6.2
9.07,71.02,79.23,100,1.53,86.33,90.42,0,8,3.14,7.75
6.91,56.88,66.81,83.74,3.56,87.29,81.85,2,8,4.22,5.94
5.8,52.63,70.33,95.36,7.62,79.33,90.09,0,9,8.51,5.93
6.88,69.67,72.03,74.31,5.98,95.67,100,0,8,8.55,6.87
8.24,70.92,74.72,88.94,5.39,85.96,90.01,2,9,1.54,6.77
9.17,80.81,80.92,82.23,4.37,83.44,98.91,0,5,16.36,8.45
7.63,71.46,72.01,88.5,2.25,80.48,82.27,0,9,8.23,6.46
9.08,79.31,85.36,92.85,2.63,86.39,91.21,0,4,7.9,8.01
5.87,56.78,59.85,81.56,3.4,83.95,95.23,0,6,1.07,5.47
6.97,63.1,66.56,73.33,3.22,89.39,95.43,0,1,16.77,6.58
7.15,64.48,57.31,75.66,3.19,99.31,64.63,0,3,1,6.26
7.36,63.03,76.8,74.82,2.6,92.56,79.23,0,3,15.84,6.53
7.6,75.87,70.87,83.01,4.51,88.62,93.6,0,2,4.21,7.41
8.33,74.46,69.97,85.86,3,85.1,70.43,0,5,5.56,6.99
6.97,76.48,69.1,71.93,6.76,93.87,76.8,1,7,3.9,6.64
7.67,88.9,68.42,86.45,6.74,79.92,90.78,0,9,6.39,7.52
7.45,73.63,75.39,78.77,5.7,84.09,77.61,0,6,0.31,6.95
6.39,61.6,69.48,85.39,5.47,86.73,73.48,0,4,19.95,6.12
7.36,65.44,66.01,94.39,1.4,82.19,98.71,0,1,3.02,6.97
7.33,78.33,77.44,83.65,9.08,86.75,80.03,0,6,16.21,7.02
7.3,57.4,67.31,87.87,3.94,74.26,73.86,2,4,9.19,6.19
7.54,72.31,73.74,86.89,6.09,89.73,73.99,2,6,2.42,6.87
7.59,72.3,73.01,87.23,6.17,100,97.53,0,2,1.5,7.37
6.98,68.24,65.4,77.27,2.42,90.82,88.27,0,7,4.43,6.48
9.03,84.71,77.32,89.63,3.24,89.29,98.19,0,4,2.06,8.39
6.1,63.12,62.98,99.37,5.3,78.78,82.47,3,6,2.57,5.86
6.63,56.82,58.23,79.71,1.41,80.8,85.91,0,1,0.88,5.51
10,82.51,89.24,77.38,4.32,81.55,75.98,0,2,7.6,8.48
6.25,60.77,61.35,100,0.5,79.44,94.2,0,8,16.74,5.69
5.88,53.75,61.71,71.24,4.52,92.29,74.68,0,9,28.15,5.69
8.38,79.48,89.31,81.95,7.25,83.57,100,0,4,15.19,8.19
5.01,51.48,54.17,82.13,4.5,84.37,73.83,0,4,0.64,5.05
7.22,57.52,61.91,94.8,1.57,100,71.59,0,2,4.22,6.25
10,84.52,83.72,83.97,3.39,83.48,88.46,0,4,1.9,8.31
5.65,47.12,60.89,84.58,5.73,93.97,77.4,0,10,0.5,5.75
5.12,59.43,53.24,100,4.83,92.13,79.93,2,6,2.96,5.16
5.7,69.75,64.27,89.39,5.4,96.96,95.5,0,5,21.91,6.5
8.58,68.14,84.73,84.12,4.16,88.86,99.95,0,8,0.45,7
8.85,77.74,78.19,98.3,2.97,92.69,85.83,0,6,6.72,7.73
6.88,68.92,70.51,83.06,4.75,79.13,81.99,0,8,0.47,6.8
8.32,79.23,70.92,91.74,4.64,85.81,81.65,2,4,15.01,7.08
9.17,87.56,79.23,81.51,6.55,90.04,89.3,1,4,12.08,8.13
9.64,71.97,75.3,81.44,3.56,100,61.73,3,8,0.63,7.16
7.2,69.92,68.04,92.53,4.6,86.3,84.04,1,7,18.11,6.65
4.74,46.7,49.06,94.44,4.21,89.12,74.29,0,2,10.62,4.87
6.51,70.52,77.9,100,9.05,87.14,87.65,1,2,8.03,6.82
6.99,63.41,68.65,89,2.99,100,82.88,0,10,1.39,6.65
7.19,58.94,64.15,87.88,3.73,94.05,85.97,1,1,7.37,6.36
7.27,64.34,69.11,99.53,2.59,90,86.78,1,10,5.83,6.73
8.84,77.68,88.77,79.93,7.11,82.72,89.13,2,9,2.34,7.62
9.03,82.61,80.88,97.94,7.26,91.1,77.02,1,5,0.13,8.29
7.29,68.43,77.48,93.09,4.07,92.52,96.79,0,7,15.05,6.93
8.82,85.8,82.98,94.89,6.87,85.59,86.33,0,5,2.1,8.22
7.93,69.99,75.93,82.66,5.16,79.42,86.95,0,1,16.6,7.2
7.58,83.86,70.84,98.21,5.9,79.18,84.52,0,3,10.08,7.38
8.59,81.39,70.2,79.73,2.51,80.31,79.27,1,4,1.25,7.76
7.59,68.6,71.33,88.58,4.82,91.96,90.8,0,1,2.16,7.17
9.97,86.38,92.31,96.61,8.24,100,87.28,1,3,0.58,8.55
5.77,74.56,71.02,91.4,7.45,98.6,100,0,5,1.32,6.49
6.88,70.04,72.78,97.84,6.11,95.29,77.58,1,9,3.13,6.44
7.35,70.13,75.6,73.59,6.4,94.63,99.04,3,3,1.11,6.65
8.03,76.47,81.99,78.91,9.37,90.63,84.83,1,4,2.54,7.29
9.02,79.86,86.94,80.52,6.07,89.85,84.27,0,2,21.61,7.8
7.47,65.73,75.19,85.12,3.18,84.33,76.26,0,9,35.63,6.83
5.79,64.9,70.45,98.33,6.93,88.8,88.78,2,8,7.32,5.77
8.51,75.75,83.81,78.81,4.35,92.32,83.2,0,4,22.67,7.49
8.41,73.89,84.48,87.51,5.48,87.71,89.82,1,8,3.4,7.54
5.17,52.54,55.05,66.36,4.74,69.78,75.77,0,5,1.25,5.23
7.5,75.2,75.91,100,3.08,81.6,87.13,0,9,17.9,6.92
5.59,52.46,70.94,76.4,5.12,90,85.22,0,4,6.53,5.51
6.7,63.26,67.85,89.19,6.43,86.62,80.54,0,4,21.9,6.8
6.42,62.71,66.82,89.88,5.98,94.63,86.08,0,2,4.98,6.44
8.47,80.72,76.54,81.82,5.46,81.4,84.94,0,10,11.1,7.71
7.64,70.97,73.68,82.54,4.1,90.57,90.48,0,8,8.17,7.29
5.96,57.81,61.32,95.86,1.18,97.84,93.77,0,9,7.07,5.47
8.56,80.57,82.8,73.07,4.41,87.77,90.01,0,2,18.99,7.78
5.78,62.1,63.75,90.04,5.61,86.49,86.58,3,6,11.26,5.37
7.9,65.95,60.42,77.62,0.5,96.16,74.6,0,10,11.99,6.21
6.52,58.23,60.64,90.87,4.37,77.91,78.25,2,1,3.09,5.74
7.06,70.48,80.02,85.39,4.31,85.14,93.87,0,7,16.59,6.89
8.11,77.56,79.55,98.42,2.67,75.63,89.25,1,9,2.54,7.33
8.13,80.7,70.85,80.41,6.02,87.37,81.12,4,1,7.54,6.94
9.1,82.67,83.49,88.83,6.39,96.32,93.83,0,5,9.45,8.29
7.4,78.06,81.81,75.1,8.13,87.42,78.5,0,3,3.32,7.36
7.87,66.05,77.54,99.43,4.44,78.82,76.46,0,3,17.46,7.09
6.97,71.16,84.34,92.16,7.08,96.47,95.03,0,9,16.27,6.71
7.72,67.01,69.11,90.25,2.86,90.7,98.47,0,9,2.72,6.97
8.03,71.83,69.63,100,3.76,82.17,80.02,0,4,2.51,7.3
7.38,71.48,72.45,69.86,5.86,95.04,92.27,1,5,45.43,6.84
5.34,55.21,57.53,89.25,3.19,91.14,93.71,0,9,18.79,5.9
7.9,76.54,71.29,89.73,4.18,100,86.39,0,2,2.73,7.11
7.94,69.84,76.01,66.76,6.18,87.13,83.05,0,2,13.28,7.02
6.68,72.33,60.33,77.22,4.49,94.39,78.97,0,6,5.95,6.22
5.96,51.51,61.33,77.01,2.66,72.7,86.53,0,9,5.37,5.69
9.27,78.59,73.58,77.25,3.32,78.73,82.44,0,2,6.97,8.02
8.09,80.74,79.41,75.68,3.95,85.27,95.6,0,1,12.84,6.98
7.23,73.71,70.28,83.71,5.68,90.57,95.91,0,9,7.88,6.75
6.14,53.68,63.9,83.91,3.85,86.48,84.51,0,8,6.38,5.55
6.51,53.76,62.31,76.6,0.5,84.58,90.29,0,8,7.52,5.89
9.06,83.94,83.29,87.56,6.07,87.49,89.12,0,2,3.14,8.1
7.67,71.91,73.18,82.77,5.79,93.38,100,0,7,22.01,7.08
6.84,52.53,63.29,100,2.37,85.51,85.02,1,10,17.8,6.4
8.11,59.48,74.54,100,2.23,86.93,88.99,0,8,5.71,6.61
6.52,70.47,72.24,89.37,7.2,91.43,83.67,0,2,7.98,6.71
9.3,81.18,84.75,87.4,4.02,100,91.31,0,6,7.65,7.86
9.12,77.27,83.63,79.3,6.01,84.57,80.36,0,3,5.1,8.31
6.94,53.55,65.24,85.73,3.11,98.65,73.23,2,5,2.84,5.93
6.75,70.84,67.68,80.85,5.81,82.02,100,0,10,13.1,6.81
4.36,46.97,47.06,98.08,2.65,92.56,78.27,0,4,9.08,4.67
5.72,62.99,66.42,75.39,5.34,79.9,73.13,0,1,0.53,6.06
5.89,67.31,61.11,63.59,5.21,94.9,89.43,0,4,12.49,6.27
7.66,67.55,62.37,88.29,0.5,91.88,85.54,5,8,3.64,6.1
7.11,62.05,63.33,89.57,4.75,96.94,74.24,0,7,1.59,6.33
5.89,60.1,60.6,100,3.06,79.47,86.55,0,3,13.22,6
7.16,76.92,71.97,80.66,6.69,86.83,79.13,0,4,5.29,7.06
8.11,69.97,78.11,91.05,4.97,82.77,72.55,0,8,12.04,6.95
8.13,71.18,80.29,87.17,4.01,84.04,89.71,2,7,0.52,7.31
5.22,66.89,62.24,95.26,7.54,77.47,86.06,0,10,1.35,6.07
7.35,58.64,64.58,92.63,0.69,83.17,91.34,0,5,9.33,6.74
5.84,61.7,66.88,92.91,8.35,92.86,76.93,0,6,0.01,6.09
8.58,95.46,79.08,77.76,8.25,86.87,93.52,0,1,8.6,8.32
8.44,67.08,76.59,76.53,3.72,100,75.33,0,8,2.68,7.15
6.42,62.89,71.25,89.7,6.28,89.04,85.45,0,4,7.41,6.39
6.58,63.33,73.74,88.36,5.47,95.27,80.51,2,1,4.92,6.46
6.95,57.85,54.75,89.39,0.5,82.81,76.35,0,6,35.6,5.96
4.8,55.57,62.62,76.83,4.28,75.6,90.99,0,2,0.12,5.33
7.9,70.77,69.96,94.62,1.97,90.55,90.15,0,2,21.11,6.61
7.17,59.47,59.75,86.43,1.79,94.02,82.72,0,4,12.65,6.13
8.66,72.94,77.01,89.95,3.93,88.66,83.02,0,6,1.5,7.48
6.18,64.03,67.66,85.91,4,89.08,85.41,2,4,31.99,5.82
6.76,70.79,75.39,100,6.93,97.95,85.83,0,7,9.96,6.81
5.69,48.41,51.35,87.44,3,87.51,76.14,0,3,8.31,5.39
6.29,57.12,54.18,84.28,3.71,81.73,82.39,0,9,10.79,5.55
6.08,62.09,63.81,72.94,7.23,100,76.33,0,6,1.87,5.92
8.7,73.42,76.9,83.96,4.13,100,90.74,0,3,20.24,7.56
6.66,57.03,63.36,100,3.47,100,62.07,0,5,2.75,6.12
7.65,77.2,71.15,80.53,6.21,95.73,83.81,0,8,6.81,7.08
7.04,71.38,72.93,91.77,5.56,86.81,91.66,0,5,7.49,6.97
5.98,69.01,68.17,81.2,4.7,93.09,86.9,0,5,4.84,6.08
7.3,61.24,69.45,83.24,6.35,88.49,78.07,3,1,3.82,6.47
8.22,67.49,63.15,78.44,2,84.45,59.14,1,8,7.33,6.49
6.05,57.98,62.08,79.55,3.34,76.09,88.42,0,9,2.62,5.89
8.47,83.5,81.82,88.65,8.5,91.16,94.44,1,6,2.08,8.02
6.48,53.92,50.13,73.81,0.5,95.67,83.68,1,5,1.28,5.33
6.92,52.84,68.75,91.64,3.15,88.41,93.44,0,1,4.51,6.25
8.14,69.12,65.44,84.78,2.13,99.08,87.17,0,8,15.55,7.14
6.7,62.55,66.71,80.34,4.64,93.97,84.81,0,5,2.84,6.37
7.55,65.88,74.83,96.84,5.71,77.59,89.66,0,3,10.37,6.98
7.12,76.16,66.4,87.61,6.71,97.47,85.15,0,1,13.67,6.79
7.66,68.26,73,82.17,3.68,84.66,97.57,1,2,5.73,6.99
4.64,51.19,52.73,85.72,2.65,78.69,91.41,1,4,2.74,4.7
5.3,66.03,51.42,88.36,1.6,82.64,85.55,0,10,9.77,5.82
8.24,72.39,84.55,80.47,4.6,100,100,0,6,23.53,7.7
8.74,81.13,86.31,86.9,8.75,100,79.71,0,7,0.54,7.78
6.41,66.96,57.28,81.09,3.32,85.19,89.93,1,6,25.65,5.95
7.21,72.87,74.75,94.49,4.36,95.96,90.37,2,10,0.36,6.56
7.85,69.68,76.79,78.57,4.77,91.55,95.32,0,7,1.53,7.12
8.33,78.62,69.94,94.94,3.65,85.41,88.6,0,2,1.7,7.44
5.07,51.62,56.73,86.61,7.35,90.42,82.84,0,4,16.31,5.34
6.44,64.31,65.82,67.73,6.92,73.56,84.59,0,5,2.99,6.47
7.1,71.91,70.98,100,6.14,83.7,89.84,0,2,1.61,6.91
8.34,80.53,83.33,82.56,6.42,87.36,100,4,2,8.87,7.29
10,77.48,72.79,79.68,3.13,90.68,70.07,0,2,16.74,8.11
7.23,70.25,75.33,89.27,2.2,98.24,94.91,0,5,3.22,6.72
5.81,61.7,67.02,83.32,3.15,100,95.63,2,7,7.85,5.7
7.98,76.94,77.03,73.22,5.06,82.04,93.34,0,10,0.94,7.38
9.09,76.79,87.58,87.38,3.85,91.63,85.64,0,6,12.55,8.12
7.63,71.64,70.74,82.2,5.64,92.24,80.76,0,8,11.24,7.05
6.41,64.47,65.49,84.68,4.72,65.6,80.25,1,5,3.77,5.91
8.65,82.88,82.19,79.5,1.82,92.72,94.57,2,8,7,7.36
8.3,82.08,80.91,87.11,6.98,82.75,93.78,0,2,3.92,8.05
6.27,62.2,63.34,100,3.48,73.54,69.32,4,10,4.24,5.64
7.96,70.73,76.87,92.84,6.07,88.3,76.7,0,8,1.95,7.34
8.7,71.22,71.17,72.87,2.8,95.5,83.75,0,5,2.67,7.49
8.92,70.82,79.38,94.85,2.74,81.83,80,0,2,5.58,7.34
7.42,67.36,70.2,91.37,2.64,100,91.73,3,5,3.16,6.5
7.07,52.45,60.65,84.52,1.64,83.19,79.92,0,1,6.14,6.2
8.97,68.35,82.34,94.53,1.68,100,100,0,1,21.6,7.79
6.05,64.24,61.28,95.22,5.26,87.19,80.47,0,5,4.61,6.39
8.03,60,61.86,86.94,2.64,100,76.34,3,8,1.32,6.21
5.86,63.12,68.53,87.22,5.19,87.15,95.43,0,1,0.66,6.03
8.78,74.39,76,81.54,4.7,87.23,82.56,0,9,5.13,6.97
7.19,74.64,67.35,89.69,6.26,84.3,93.99,3,4,0.55,6.41
9.02,79.16,79.5,74.13,2.46,85.83,98.23,0,6,17.38,8.11
8.09,75.57,78.32,97.75,6.62,83.78,95.71,0,5,12.91,7.67
6.03,61.23,61.13,98.76,2.69,86.03,80.68,3,9,2.92,5.45
9.21,71.58,69.64,89.96,0.5,98.64,69.66,0,6,3.31,7.6
9.36,80.51,81.51,98.25,4.88,93.13,100,1,3,7.6,8.18
8.56,74.9,76.75,87.85,2.75,74.99,71.79,0,6,0.06,6.98
6.59,72.03,71.84,86.89,7.5,86.62,100,2,10,3.73,6.4
7.13,64.91,70.62,87.93,5.1,99.65,83.7,0,3,12.12,6.82
7.67,78.93,68.74,83.04,4.33,95.41,82.34,1,1,2.36,7.09
6.66,57.95,67.51,99.84,4.9,81.59,79.86,1,4,5.95,5.9
9.53,71.14,76.54,95.44,3.51,84.34,85.76,0,4,4.52,7.84
